kingdom,phylum,class,order,family,genus,species,scientificName,verbatimScientificName,decimalLatitude,decimalLongitude,eventDate,day,month,year,institutionCode
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus,Philanthus ventilabris,"Philanthus ventilabris Fabricius, 1798",Philanthus ventilabris,30.286326,-97.781675,5/11/1976 0:00,11,5,1976,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crabro,Crabro advena,"Crabro advena F.Smith, 1856",Crabro advena,30.286326,-97.781675,4/27/1983 0:00,27,4,1983,UTIC
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Mestra,Mestra amymone,"Mestra amymone Ménétriés, 1857",Mestra amymone,30.28369,-97.77744,11/17/2016 0:00,17,11,2016,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris tolteca,"Cerceris tolteca de Saussure, 1867",Cerceris tolteca,30.286326,-97.781675,6/2/1988 0:00,2,6,1988,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus,Philanthus gibbosus,"Philanthus gibbosus (Fabricius, 1775)",Philanthus gibbosus,30.286326,-97.781675,10/2/1987 0:00,2,10,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Tenthredo,,"Tenthredo Linnaeus, 1758",Tenthredo nimbipennis,30.286326,-97.781675,4/1/1988 0:00,1,4,1988,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Miscophus,,"Miscophus Jurine, 1807",Miscophus nitelopterus,30.286326,-97.781675,4/11/1986 0:00,11,4,1986,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crossocerus,Crossocerus tarsatus,"Crossocerus tarsatus (Shuckard, 1837)",Crossocerus tarsatus,30.286326,-97.781675,4/16/1990 0:00,16,4,1990,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Scolia,Scolia dubia,Scolia dubia Say,Scolia dubia,30.286326,-97.781675,9/21/1991 0:00,21,9,1991,UTIC
Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Neogriphoneura,Neogriphoneura sordida,"Neogriphoneura sordida (Wiedemann, 1830)",Neogriphoneura sordida,30.286326,-97.781675,6/9/1994 0:00,9,6,1994,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Oxybelus,Oxybelus emarginatus,"Oxybelus emarginatus Say, 1837",Oxybelus emarginatus,30.286326,-97.781675,7/12/1988 0:00,12,7,1988,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Trypoxylon,Trypoxylon spinosum,"Trypoxylon spinosum Cameron, 1889",Trypoxylon spinosum,30.286326,-97.781675,8/7/1988 0:00,7,8,1988,UTIC
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Creophilus,Creophilus maxillosus,"Creophilus maxillosus (Linnaeus, 1758)",Creophilus maxillosus,30.286326,-97.781675,2/23/2002 0:00,23,2,2002,UTIC
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Helocassis,Helocassis clavata,"Plagiometriona clavata (Fabricius, 1798)",Plagiometriona clavata,30.286326,-97.781675,6/5/1990 0:00,5,6,1990,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris tepaneca,"Cerceris tepaneca de Saussure, 1867",Cerceris tepaneca,30.286326,-97.781675,5/4/1988 0:00,4,5,1988,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris astarte,"Cerceris astarte Banks, 1913",Cerceris astarte,30.286326,-97.781675,10/8/1987 0:00,8,10,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Ectemnius,Ectemnius decemmaculatus,"Ectemnius decemmaculatus (Say, 1823)",Ectemnius decemmaculatus,30.286326,-97.781675,4/27/1989 0:00,27,4,1989,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Craterocercus,,"Craterocercus Rohwer, 1911",Craterocercus fraternalis,30.286326,-97.781675,3/13/1991 0:00,13,3,1991,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Trypoxylon,Trypoxylon politum,"Trypargilum politum (Say, 1837)",Trypargilum politum,30.286326,-97.781675,6/10/1976 0:00,10,6,1976,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,Crematogaster laeviuscula,"Crematogaster laeviuscula Mayr, 1870",Crematogaster laeviuscula,30.2858,-97.7797,7/26/2016 0:00,26,7,2016,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,,"Macrophya Dahlbom, 1835",Macrophya punctata,30.286326,-97.781675,3/20/1988 0:00,20,3,1988,UTIC
Animalia,Arthropoda,Insecta,Hemiptera,Tropiduchidae,Misodema,Misodema reticulata,"Misodema reticulata (Melichar, 1906)",Misodema reticulata,30.286326,-97.781675,12/23/1987 0:00,23,12,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Clitemnestra,Clitemnestra bipunctata,"Clitemnestra bipunctata (Say, 1824)",Clitemnestra bipunctata,30.286326,-97.781675,4/28/1989 0:00,28,4,1989,UTIC
Animalia,Arthropoda,Insecta,Orthoptera,Tetrigidae,Paratettix,Paratettix cucullatus,"Paratettix cucullatus (H.Burmeister, 1838)",Paratettix cucullatus,30.286326,-97.781675,10/7/1982 0:00,7,10,1982,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Psammaletes,Psammaletes mexicanus,"Psammaletes mexicanus (Cameron, 1890)",Psammaletes mexicanus,30.286326,-97.781675,6/19/1990 0:00,19,6,1990,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Ectemnius,Ectemnius decemmaculatus,"Ectemnius decemmaculatus (Say, 1823)",Ectemnius decemmaculatus,30.286326,-97.781675,4/19/1986 0:00,19,4,1986,UTIC
Animalia,Arthropoda,Insecta,Hemiptera,Notonectidae,Buenoa,,"Buenoa Kirkaldy, 1904",Buenoa,30.286326,-97.781675,11/17/1994 0:00,17,11,1994,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crossocerus,Crossocerus similis,"Crossocerus similis (W.Fox, 1895)",Crossocerus similis,30.286326,-97.781675,5/24/1990 0:00,24,5,1990,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Tachytes,Tachytes guatemalensis,"Tachytes guatemalensis Cameron, 1889",Tachytes guatemalensis,30.286326,-97.781675,7/30/1994 0:00,30,7,1994,UTIC
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Tylozygus,Tylozygus bifidus,"Tylozygus bifidus (Say, 1830)",Tylozygus bifidus,30.286326,-97.781675,6/13/1998 0:00,13,6,1998,UTIC
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Disonycha,Disonycha triangularis,"Disonycha triangularis (Say, 1824)",Disonycha triangularis,30.286326,-97.781675,4/22/1976 0:00,22,4,1976,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Macrophya,Macrophya pannosa,Macrophya pannosa,Macrophya pannosa,30.286326,-97.781675,4/6/1989 0:00,6,4,1989,UTIC
Animalia,Arthropoda,Insecta,Neuroptera,Ascalaphidae,Ululodes,Ululodes floridanus,"Ululodes floridanus (Banks, 1906)",Ululodes floridanus,30.2842,-97.7783,9/14/1999 0:00,14,9,1999,UTIC
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Oncometopia,Oncometopia hamiltoni,"Oncometopia hamiltoni Rakitov, 2016",Oncometopia hamiltoni,30.282556,-97.779,5/20/2013 0:00,20,5,2013,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris halone,"Cerceris halone Banks, 1912",Cerceris halone,30.286326,-97.781675,10/7/1987 0:00,7,10,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris halone,"Cerceris halone Banks, 1912",Cerceris halone,30.286326,-97.781675,10/7/1987 0:00,7,10,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crabro,Crabro tumidus,"Crabro tumidus (Packard, 1867)",Crabro tumidus,30.286326,-97.781675,4/9/1993 0:00,9,4,1993,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris rufopicta,"Cerceris rufopicta F.Smith, 1856",Cerceris rufopicta,30.286326,-97.781675,5/17/1988 0:00,17,5,1988,UTIC
Animalia,Arthropoda,Insecta,Lepidoptera,Copromorphidae,Ellabella,Ellabella editha,"Ellabella editha Busck, 1925",Ellabella editha,30.286326,-97.781675,12/31/1992 0:00,31,12,1992,UTIC
Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Lestodiplosis,,"Lestodiplosis Kieffer, 1894",Lestodiplosis,30.286326,-97.781675,10/13/1987 0:00,13,10,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Bicyrtes,Bicyrtes fodiens,"Bicyrtes fodiens (Handlirsch, 1889)",Bicyrtes fodiens,30.286326,-97.781675,5/14/1987 0:00,14,5,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus,Philanthus gibbosus,"Philanthus gibbosus (Fabricius, 1775)",Philanthus gibbosus,30.286326,-97.781675,4/27/1989 0:00,27,4,1989,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Gorytes,Gorytes divisus,"Gorytes divisus F.Smith, 1856",Gorytes divisus,30.286326,-97.781675,5/7/1989 0:00,7,5,1989,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus festinatus,"Camponotus festinatus (Buckley, 1866)",Camponotus festinatus,30.283525,-97.779015,2/26/2018 0:00,26,2,2018,UTIC
Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,,"Stigmella Schrank, 1802",Stigmella,30.286326,-97.781675,4/9/1992 0:00,9,4,1992,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crossocerus,Crossocerus minimus,"Crossocerus minimus (Packard, 1867)",Crossocerus minimus,30.286326,-97.781675,5/3/1990 0:00,3,5,1990,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris jucunda,"Cerceris jucunda Cresson, 1873",Cerceris jucunda,30.286326,-97.781675,5/20/1987 0:00,20,5,1987,UTIC
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Disonycha,Disonycha triangularis,"Disonycha triangularis (Say, 1824)",Disonycha triangularis,30.286326,-97.781675,4/22/1976 0:00,22,4,1976,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Rhopalosomatidae,Rhopalosoma,Rhopalosoma nearcticum,"Rhopalosoma nearcticum Brues, 1943",Rhopalosoma nearcticum,30.286326,-97.781675,8/12/1993 0:00,12,8,1993,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole floridana,"Pheidole floridana Emery, 1895",Pheidole floridana,30.283786,-97.77869,3/23/2017 0:00,23,3,2017,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Gorytes,Gorytes smithii,"Gorytes smithii Cresson, 1880",Gorytes smithii,30.286326,-97.781675,5/30/1987 0:00,30,5,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Nysson,Nysson trichrus,"Nysson trichrus (Mickel, 1916)",Nysson trichrus,30.286326,-97.781675,7/25/1987 0:00,25,7,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Gorytes,Gorytes smithii,"Gorytes smithii Cresson, 1880",Gorytes smithii,30.286326,-97.781675,6/2/1986 0:00,2,6,1986,UTIC
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Hemierana,Hemierana marginata,"Hemierana marginata (Fabricius, 1798)",Hemierana marginata,30.286326,-97.781675,5/3/1990 0:00,3,5,1990,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Gorytes,Gorytes smithii,"Gorytes smithii Cresson, 1880",Gorytes smithii,30.286326,-97.781675,8/6/1986 0:00,6,8,1986,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris finitima,"Cerceris finitima Cresson, 1865",Cerceris finitima,30.286326,-97.781675,5/12/1988 0:00,12,5,1988,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris rufopicta,"Cerceris rufopicta F.Smith, 1856",Cerceris rufopicta,30.286326,-97.781675,6/2/1988 0:00,2,6,1988,UTIC
Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Inga,Inga obscuromaculella,"Inga obscuromaculella Chambers, 1878",Inga obscuromaculella,30.286326,-97.781675,10/27/1999 0:00,27,10,1999,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia,Isodontia mexicana,"Isodontia mexicana (de Saussure, 1867)",Isodontia mexicana,30.286326,-97.781675,5/3/1989 0:00,3,5,1989,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis texana,"Solenopsis texana Emery, 1895",Solenopsis texana,30.283525,-97.779015,10/8/2004 0:00,8,10,2004,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Tachytes,Tachytes abdominalis,"Tachytes abdominalis (Say, 1823)",Tachytes abdominalis,30.286326,-97.781675,7/3/1990 0:00,3,7,1990,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris insolita,"Cerceris insolita Cresson, 1865",Cerceris insolita,30.286326,-97.781675,5/30/1987 0:00,30,5,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Alysson,Alysson melleus,"Alysson melleus Say, 1837",Alysson melleus,30.286326,-97.781675,5/24/1990 0:00,24,5,1990,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Chalybion,Chalybion californicum,"Chalybion californicum (de Saussure, 1867)",Chalybion californicum,30.286326,-97.781675,5/20/1986 0:00,20,5,1986,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris fumipennis,"Cerceris fumipennis Say, 1837",Cerceris fumipennis,30.286326,-97.781675,8/19/1986 0:00,19,8,1986,UTIC
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Asphaera,Asphaera lustrans,"Asphaera lustrans (Crotch, 1873)",Asphaera lustrans,30.286326,-97.781675,5/14/1994 0:00,14,5,1994,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Argidae,Zynzus,,"Zynzus Smith, 1992",Zynzus crassulus,30.286326,-97.781675,3/16/1986 0:00,16,3,1986,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia,Isodontia auripes,"Isodontia auripes (Fernald, 1906)",Isodontia auripes,30.286326,-97.781675,8/28/1991 0:00,28,8,1991,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris insolita,"Cerceris insolita Cresson, 1865",Cerceris insolita,30.286326,-97.781675,6/25/1986 0:00,25,6,1986,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus cinctus,Cephus cinctus Norton,Cephus cinctus,30.286326,-97.781675,4/16/1989 0:00,16,4,1989,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,Sphex pensylvanicus,"Sphex pensylvanicus Linnaeus, 1763",Sphex pensylvanicus,30.286326,-97.781675,9/24/1987 0:00,24,9,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Tachysphex,Tachysphex apicalis,"Tachysphex apicalis W.Fox, 1893",Tachysphex apicalis,30.286326,-97.781675,5/20/1989 0:00,20,5,1989,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crossocerus,Crossocerus minimus,"Crossocerus minimus (Packard, 1867)",Crossocerus minimus,30.286326,-97.781675,4/8/1995 0:00,8,4,1995,UTIC
Animalia,Arthropoda,Insecta,Diptera,Asilidae,Polacantha,Polacantha grossa,"Polacantha grossa Martin, 1975",Polacantha grossa,30.286326,-97.781675,9/18/1976 0:00,18,9,1976,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Oxybelus,Oxybelus subcornutus,"Oxybelus subcornutus Cockerell, 1895",Oxybelus subcornutus,30.286326,-97.781675,4/16/1994 0:00,16,4,1994,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Ectemnius,Ectemnius decemmaculatus,"Ectemnius decemmaculatus (Say, 1823)",Ectemnius decemmaculatus,30.286326,-97.781675,5/5/1989 0:00,5,5,1989,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Stigmus,Stigmus podagricus,"Stigmus podagricus Kohl, 1890",Stigmus podagricus,30.286326,-97.781675,8/16/1987 0:00,16,8,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Tenthredo,,"Tenthredo Linnaeus, 1758",Tenthredo nimbipennis,30.286326,-97.781675,4/7/1988 0:00,7,4,1988,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia,Isodontia mexicana,"Isodontia mexicana (de Saussure, 1867)",Isodontia mexicana,30.286326,-97.781675,5/2/1989 0:00,2,5,1989,UTIC
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Allograpta,Allograpta obliqua,"Allograpta obliqua (Harris, 1835)",Allograpta obliqua,30.286326,-97.781675,3/13/1990 0:00,13,3,1990,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Cephidae,Janus,,"Janus Stephens, 1829",Janus quercusae,30.283,-97.777,4/4/2003 0:00,4,4,2003,UTIC
Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Dysdercus,Dysdercus mimulus,"Dysdercus mimulus Hussey, 1929",Dysdercus mimulus,30.286326,-97.781675,9/18/1976 0:00,18,9,1976,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crabro,Crabro tumidus,"Crabro tumidus (Packard, 1867)",Crabro tumidus,30.286326,-97.781675,5/24/1988 0:00,24,5,1988,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Argidae,Zynzus,,"Zynzus Smith, 1992",Zynzus crassulus,30.286326,-97.781675,8/16/1995 0:00,16,8,1995,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Diodontus,Diodontus flavitarsis,"Diodontus flavitarsis W.Fox, 1892",Diodontus flavitarsus,30.286326,-97.781675,4/19/1989 0:00,19,4,1989,UTIC
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Curculionidae,Curculionidae,30.2839,-97.7813,10/24/2019 0:00,24,10,2019,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Pluto,Pluto sayi,"Pluto sayi (Rohwer, 1910)",Pluto sayi,30.286326,-97.781675,5/19/1988 0:00,19,5,1988,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris rufopicta,"Cerceris rufopicta F.Smith, 1856",Cerceris rufopicta,30.286326,-97.781675,5/28/1986 0:00,28,5,1986,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,Cerceris jucunda,"Cerceris jucunda Cresson, 1873",Cerceris jucunda,30.286326,-97.781675,5/24/1987 0:00,24,5,1987,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia,Isodontia mexicana,"Isodontia mexicana (de Saussure, 1867)",Isodontia mexicana,30.286326,-97.781675,4/24/1989 0:00,24,4,1989,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Stigmus,Stigmus podagricus,"Stigmus podagricus Kohl, 1890",Stigmus podagricus,30.286326,-97.781675,4/5/1988 0:00,5,4,1988,UTIC
Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Ceresa,,"Ceresa Amyot & Serville, 1843",Ceresa inermis,30.286326,-97.781675,5/6/1995 0:00,6,5,1995,UTIC
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Tachysphex,Tachysphex apicalis,"Tachysphex apicalis W.Fox, 1893",Tachysphex apicalis,30.286326,-97.781675,5/24/1988 0:00,24,5,1988,UTIC
